channelId,videoId,channelTitle,title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,duration
UC640y4UvDAlya_WOj5U4pfA,ug7O1lSZyg0,nptelhrd,Lec-17 Other Issues - Introduction to Dynamic Programming,148658,438,23,0,54,PT1H1M50S
UC640y4UvDAlya_WOj5U4pfA,_-Mlp3w1Brc,nptelhrd,Lec-12 Sensitivity Analysis Transportation Problem (Intro...),118221,284,10,0,29,PT1H1M46S
UC640y4UvDAlya_WOj5U4pfA,Q31jKiEXxdc,nptelhrd,Lec-13 Transportation Problems,514306,2107,81,0,275,PT1H49S
UC640y4UvDAlya_WOj5U4pfA,wxpMKReH8lc,nptelhrd,Lec-11 Simplex Algorithm in Matrix Form - Sensitivity Analysis,106162,269,22,0,36,PT1H1M37S
UC640y4UvDAlya_WOj5U4pfA,a2QgdDk4Xjw,nptelhrd,Lec-1 Introduction to Linear Programming Formulations,932486,2977,125,0,270,PT51M48S
UC640y4UvDAlya_WOj5U4pfA,XEA1pOtyrfo,nptelhrd,Lec-3 Linear Programming Solutions- Graphical Methods,250713,991,45,0,92,PT52M11S
UC640y4UvDAlya_WOj5U4pfA,pzbSURDWluA,nptelhrd,Lec-2 Linear Programming Formulations (Contd...),193005,489,16,0,60,PT52M8S
UC640y4UvDAlya_WOj5U4pfA,wdGiekwXM2w,nptelhrd,Lec-5 Simplex Algorithm-Minimization Problems,354722,1069,42,0,118,PT52M11S
UC640y4UvDAlya_WOj5U4pfA,gmDwUCvOJQ8,nptelhrd,Lec-8 Introduction to Duality,166968,645,19,0,87,PT51M3S
UC640y4UvDAlya_WOj5U4pfA,A1SWKe6ZwVc,nptelhrd,Lec-1 Solid Mechanics,395783,775,53,0,54,PT59M50S
UC640y4UvDAlya_WOj5U4pfA,yYIVumq6sVM,nptelhrd,Mod-1 Lec-1 Production Planning and Control,260113,797,37,0,37,PT1H1M8S
UC640y4UvDAlya_WOj5U4pfA,Yy-8e3sCr0U,nptelhrd,Mod-01 Lec - 1 Geographic Information System An Introduction,111888,265,26,0,37,PT28M10S
UC640y4UvDAlya_WOj5U4pfA,P7gVp333B6M,nptelhrd,Mod-1 Lec-1 Solution of ODE of First Order and First Degree,126993,136,12,0,11,PT53M50S
UC640y4UvDAlya_WOj5U4pfA,bd5XkVqdWOg,nptelhrd,Lecture -13 Superhet Receiver etc,88185,240,10,0,29,PT49M41S
UC640y4UvDAlya_WOj5U4pfA,EgKc9L7cbKc,nptelhrd,Lecture - 1 An Introduction to CAD,381624,1330,120,0,49,PT51M14S
UC640y4UvDAlya_WOj5U4pfA,GOkZs2RZMQY,nptelhrd,Mod-01 Lec-10 Hamiltonian dynamics (Part 1),104550,714,19,0,68,PT1H6M30S
UC640y4UvDAlya_WOj5U4pfA,clTA0pONnMs,nptelhrd,Module - 4 Lecture - 1 Operational Amplifier (Introduction),263088,603,117,0,71,PT59M11S
UC640y4UvDAlya_WOj5U4pfA,KsG_rsGF2g8,nptelhrd,Module - 3 Lecture - 1 Metal Oxide Semiconductor Field,84244,220,12,0,19,PT59M9S
UC640y4UvDAlya_WOj5U4pfA,bsybS5fZGjY,nptelhrd,Mod-01 Lec-08 Summary of classical electromagnetism,84084,619,8,0,95,PT1H13M24S
UC640y4UvDAlya_WOj5U4pfA,0Zo93VDyacE,nptelhrd,Mod-01 Lec-03 Dynamics in phase space,131631,714,28,0,75,PT1H5M44S
UC640y4UvDAlya_WOj5U4pfA,2CsMpEBl5QY,nptelhrd,Lecture - 24  X-Ray Diffraction,177129,599,45,0,49,PT51M54S
UC640y4UvDAlya_WOj5U4pfA,gnD8Se92hfk,nptelhrd,Lecture - 1 Simple Harmonic Oscillators,140919,430,20,0,23,PT53M50S
UC640y4UvDAlya_WOj5U4pfA,QlwcPjHpnH0,nptelhrd,Lecture - 39 Latch - up in CMOS,88038,328,17,0,13,PT40M37S
UC640y4UvDAlya_WOj5U4pfA,db5nZCipJh8,nptelhrd,Lecture - 6 Defects in Crystal + Crystal growth,76895,272,18,0,22,PT49M17S
UC640y4UvDAlya_WOj5U4pfA,9SnR3M3CIm4,nptelhrd,Lecture - 1 Introduction on VLSI Design,562620,2313,69,0,153,PT49M2S
UC640y4UvDAlya_WOj5U4pfA,_j-YEdsVV74,nptelhrd,Lecture - 2 Bipolar Junction Transistor Fabrication,120192,384,26,0,48,PT48M48S
UC640y4UvDAlya_WOj5U4pfA,8X1x9RLaaxc,nptelhrd,Mod-01 Lec-02 Newtonian mechanics,202645,1133,26,0,127,PT1H4M47S
UC640y4UvDAlya_WOj5U4pfA,ZFUnpwNRUwA,nptelhrd,Lecture - 7 Quantum Physics,96108,304,5,0,35,PT1H7M51S
UC640y4UvDAlya_WOj5U4pfA,wzoPHorPwis,nptelhrd,Lecture - 6 Classical Vs Quantum Mechanics,109037,435,12,0,35,PT57M52S
UC640y4UvDAlya_WOj5U4pfA,G_7ZE-1yo4k,nptelhrd,Lecture - 5 Linear operations in a linear vector space and their eigenvalues,66433,243,9,0,30,PT1H5M21S
UC640y4UvDAlya_WOj5U4pfA,HAuLXbeEV8U,nptelhrd,Lecture - 4 Functions in a linear vector space,76643,247,10,0,27,PT59M5S
UC640y4UvDAlya_WOj5U4pfA,NnsrEsGpv1I,nptelhrd,Lecture - 3 Equilibrium Carrier Concentration,81272,282,9,0,32,PT55M45S
UC640y4UvDAlya_WOj5U4pfA,QDPzZC95L_Y,nptelhrd,Lecture - 2 Evolution and Uniqueness of Semiconductor,76841,238,3,0,25,PT58M12S
UC640y4UvDAlya_WOj5U4pfA,Kp-jS6NHsB8,nptelhrd,Lecture - 1 Introduction on Solid State Devices,362626,1009,33,0,80,PT59M12S
UC640y4UvDAlya_WOj5U4pfA,y3ARLfm-52w,nptelhrd,Lecture - 2 Introduction to linear vector spaces,341581,1528,65,0,123,PT1H3M17S
UC640y4UvDAlya_WOj5U4pfA,TcmGYe39XG0,nptelhrd,Lecture - 1 Introduction to Quantum Physics;Heisenberg''s uncertainty principle,1099245,6781,215,0,706,PT1H56S
UC640y4UvDAlya_WOj5U4pfA,IGmWHUsBQ4U,nptelhrd,Lecture - 18 Forced Convection - 1,111566,302,16,0,15,PT50M41S
UC640y4UvDAlya_WOj5U4pfA,CDncSyDvpdQ,nptelhrd,Lecture - 10 Thermal Radiation - 1,153853,638,20,0,56,PT54M29S
UC640y4UvDAlya_WOj5U4pfA,6OGnB9tywtI,nptelhrd,Lecture - 29 Boiling and Condensation - 1,73739,279,22,0,14,PT55M38S
UC640y4UvDAlya_WOj5U4pfA,fnEu5g8V-5s,nptelhrd,Lecture - 12 Thermal Radiation - 3,82668,224,5,0,22,PT54M28S
UC640y4UvDAlya_WOj5U4pfA,Kj0ebo-vVAg,nptelhrd,Lecture - 26 Heat Exchangers - 2,111115,316,12,0,20,PT58M19S
UC640y4UvDAlya_WOj5U4pfA,jc_hL_tSFzo,nptelhrd,Lecture - 25 Heat Exchangers - 1,169391,704,27,0,43,PT52M2S
UC640y4UvDAlya_WOj5U4pfA,jr8Xl3zSmEw,nptelhrd,Lecture - 19 Forced Convection - 2,65488,142,10,0,12,PT50M14S
UC640y4UvDAlya_WOj5U4pfA,qa-PQOjS3zA,nptelhrd,Lecture - 1 Introduction on Heat and Mass Transfer,681927,2549,71,0,159,PT50M41S
UC640y4UvDAlya_WOj5U4pfA,CL3ups78jrs,nptelhrd,Lecture - 1 Introduction to Digital Systems Design,194822,291,36,0,19,PT59M57S
UC640y4UvDAlya_WOj5U4pfA,exctAga2KXY,nptelhrd,Lecture - 24 Principles of Pavement Design,66012,173,13,0,12,PT59M15S
UC640y4UvDAlya_WOj5U4pfA,5zKC_aq4ypM,nptelhrd,Lecture - 1 Transportation Engineering,275887,817,37,0,50,PT58M1S
UC640y4UvDAlya_WOj5U4pfA,V1m3cB-Aqy8,nptelhrd,Lecture - 1 Soil Mechanics,397800,937,62,0,75,PT41M36S
UC640y4UvDAlya_WOj5U4pfA,Fuyq6WrM1EA,nptelhrd,Lecture - 17 Photovoltaic Power Generation,87833,367,11,0,24,PT56M37S
UC640y4UvDAlya_WOj5U4pfA,GExTwRNkQBg,nptelhrd,Lecture - 21 Wind Energy I,155133,615,57,0,52,PT56M34S
UC640y4UvDAlya_WOj5U4pfA,vOo2MCYPsm4,nptelhrd,Lecture - 34 Design and Applications of Jigs and Fixtures,94335,320,13,0,12,PT55M6S
UC640y4UvDAlya_WOj5U4pfA,rC16fhvXZOo,nptelhrd,Lecture - 37 Audio and Video Compression,76832,326,17,0,23,PT56M49S
UC640y4UvDAlya_WOj5U4pfA,sG6WGvzmVaw,nptelhrd,Lecture - 1 Introduction and Course Outline - Data Communication,383879,674,30,0,53,PT1H17S
UC640y4UvDAlya_WOj5U4pfA,A0dTvf_Q8BA,nptelhrd,Lecture - 1 Instructional Objectives - I,190308,284,13,0,15,PT1H1M11S
UC640y4UvDAlya_WOj5U4pfA,9MrRZGKsCWs,nptelhrd,Lecture - 16 Flow and Error Control,67872,195,14,0,18,PT59M9S
UC640y4UvDAlya_WOj5U4pfA,81Fdif5e85c,nptelhrd,Lecture - 3 On Tool Geometry,207994,939,55,0,38,PT1H3M18S
UC640y4UvDAlya_WOj5U4pfA,bDPULOFFlaI,nptelhrd,Lecture - 39 Natural Language Processing - I,101713,294,38,0,27,PT57M29S
UC640y4UvDAlya_WOj5U4pfA,Qcl5g1UtEv4,nptelhrd,Lecture - 21 Image Enhancement Frequency,67418,131,9,0,7,PT59M47S
UC640y4UvDAlya_WOj5U4pfA,0qFhCz2o4l4,nptelhrd,Lecture 4 Pixel Relationships,117533,330,23,0,23,PT57M16S
UC640y4UvDAlya_WOj5U4pfA,CVV0TvNK6pk,nptelhrd,Lecture 1 Introduction to Digital Image Processing,546729,895,42,0,70,PT54M1S
UC640y4UvDAlya_WOj5U4pfA,d39tTuUbDVw,nptelhrd,Lecture - 2 Intelligent Agents,105887,270,14,0,38,PT56M12S
UC640y4UvDAlya_WOj5U4pfA,fV2k2ivttL0,nptelhrd,Lecture - 1 Introduction to Artificial Intelligence,396012,806,53,0,103,PT57M31S
UC640y4UvDAlya_WOj5U4pfA,wEr6mwquPLY,nptelhrd,Lecture -5 Requirements Engineering / Specification,96274,192,19,0,24,PT56M39S
UC640y4UvDAlya_WOj5U4pfA,Z6f9ckEElsU,nptelhrd,Lecture - 1 Introduction to Software Engineering,660944,1698,123,0,132,PT52M21S
UC640y4UvDAlya_WOj5U4pfA,AN5I6fFxyfs,nptelhrd,Lecture - 2 Introduction to Software Engineering,153611,252,17,0,29,PT52M56S
UC640y4UvDAlya_WOj5U4pfA,xhn188JafbM,nptelhrd,Module - 1 Lecture - 1 Semiconductor materials,610651,1322,84,0,74,PT53M13S
UC640y4UvDAlya_WOj5U4pfA,Ngu1UbRAeqQ,nptelhrd,Lecture -18 Processor Design,82805,403,17,0,16,PT45M49S
UC640y4UvDAlya_WOj5U4pfA,HbsuwpJgKao,nptelhrd,Lecture -3 Instruction Set Architecture - I,183560,367,28,0,23,PT52M18S
UC640y4UvDAlya_WOj5U4pfA,m5c27rQtD2E,nptelhrd,Lecture - 34 Data Mining and Knowledge Discovery,137165,287,38,0,48,PT54M46S
UC640y4UvDAlya_WOj5U4pfA,TbvhGcf6UJU,nptelhrd,Lecture - 12 AVL Trees,158791,469,27,0,60,PT1H19S
UC640y4UvDAlya_WOj5U4pfA,uhAUk63tLRM,nptelhrd,Lecture - 18 Tries,119146,440,13,0,42,PT1H1M35S
UC640y4UvDAlya_WOj5U4pfA,gtWw_8VvHjk,nptelhrd,Lecture - 10 Quick Sort,159757,302,16,0,54,PT58M44S
UC640y4UvDAlya_WOj5U4pfA,eWeqqVpgNPg,nptelhrd,Lecture - 7 Tree Walks / Traversals,128703,313,2,0,34,PT51M11S
UC640y4UvDAlya_WOj5U4pfA,zWg7U0OEAoE,nptelhrd,Lecture - 1 Introduction to Data Structures and Algorithms,1780681,4727,231,0,344,PT53M31S
UC640y4UvDAlya_WOj5U4pfA,BmayUdDaDYM,nptelhrd,Lecture - 4 Dictionaries,200609,560,25,0,39,PT53M43S
UC640y4UvDAlya_WOj5U4pfA,g1USSZVWDsY,nptelhrd,Lecture - 2 Stacks,442822,738,49,0,91,PT1H4M10S
UC640y4UvDAlya_WOj5U4pfA,PGWZUgzDMYI,nptelhrd,Lecture - 3 Queues and Linked Lists,270563,432,31,0,59,PT1H35S
UC640y4UvDAlya_WOj5U4pfA,tORLeHHtazM,nptelhrd,Lecture - 6 Trees,270814,667,22,0,62,PT43M14S
UC640y4UvDAlya_WOj5U4pfA,EUzsy3W4I0g,nptelhrd,Lecture -1 Introduction to Database Management System,766225,1069,154,0,170,PT53M32S
UC640y4UvDAlya_WOj5U4pfA,n5sULPYRgc8,nptelhrd,Lecture - 1 Feed Back Theory,108509,275,7,0,26,PT50M1S
UC640y4UvDAlya_WOj5U4pfA,whB7IX3NQpg,nptelhrd,Mechanics of Solids - IITM 1.1 Planar Rigid Body,173127,438,14,0,37,PT11M41S
UC640y4UvDAlya_WOj5U4pfA,nNcfzNjIifU,nptelhrd,Beams - BMD and SFD,333074,1349,57,0,66,PT45M41S
UC640y4UvDAlya_WOj5U4pfA,1R5R-GbYrTk,nptelhrd,Mechanics of Solids - IITM 2.7 Trusses - Method of Sections,352534,1871,85,0,109,PT16M17S
UC640y4UvDAlya_WOj5U4pfA,0C4uxtS-tlQ,nptelhrd,Lecture - 20 Bipolar Junction Transistor,417960,1346,100,0,112,PT54M23S
UC640y4UvDAlya_WOj5U4pfA,_lPvL-JLV0Y,nptelhrd,Lecture - 5 Voltage Multiplier,113666,359,14,0,29,PT56M5S
UC640y4UvDAlya_WOj5U4pfA,TXjHWGngsME,nptelhrd,Lecture - 2 Diode,620376,1524,97,0,170,PT50M41S
UC640y4UvDAlya_WOj5U4pfA,G4rl3yyyQ6c,nptelhrd,Tips and Tricks - Engineering Statics - solivng problems,517740,1712,164,0,144,PT22M28S
UC640y4UvDAlya_WOj5U4pfA,g8uqeru2LQw,nptelhrd,Mechanics of Solids - IITM 1.2 Degrees of freedom,99754,453,17,0,62,PT31M18S
UC640y4UvDAlya_WOj5U4pfA,qQcpnmJNluU,nptelhrd,Lecture - 1 Introduction,384321,683,35,0,40,PT54M30S
UC640y4UvDAlya_WOj5U4pfA,WUCMavXbJo4,nptelhrd,Lecture - 2 Sampling,302487,714,72,0,65,PT53M17S
UC640y4UvDAlya_WOj5U4pfA,oFEOryECzug,nptelhrd,"Lecture - 3 Quantization , PCM and Delta Modulation",213073,416,54,0,50,PT51M43S
UC640y4UvDAlya_WOj5U4pfA,ZW1glqkIgcw,nptelhrd,Lecture - 12 Digital Modulation Techniques (Part - 1),172958,290,40,0,31,PT53M34S
UC640y4UvDAlya_WOj5U4pfA,6h6Fi6AQiRM,nptelhrd,Lecture -18 Dynamic Programming,216409,759,17,0,93,PT52M19S
UC640y4UvDAlya_WOj5U4pfA,7KQf7f8ti1U,nptelhrd,Lecture - 2 Framework for Algorithms Analysis,128288,271,13,0,40,PT56M22S
UC640y4UvDAlya_WOj5U4pfA,5Y8Lfsreeck,nptelhrd,Lecture - 1 Overview of the course,373512,842,18,0,61,PT51M51S
UC640y4UvDAlya_WOj5U4pfA,nMsB6Soz4Hc,nptelhrd,Lecture -30 Belt Drives,110131,388,21,0,9,PT59M50S
UC640y4UvDAlya_WOj5U4pfA,erW4HZ5I928,nptelhrd,Lecture - 37 Design of Cylinders & Pressure Vessels - II,132016,348,31,0,18,PT59M49S
UC640y4UvDAlya_WOj5U4pfA,o6gBjstVjFk,nptelhrd,Lecture - 38 Control Valve - I,74754,140,6,0,7,PT59M55S
UC640y4UvDAlya_WOj5U4pfA,nhGRUmtnGB4,nptelhrd,Lecture - 6 IP Subnetting and Addressing,132390,222,8,0,24,PT1H12S
UC640y4UvDAlya_WOj5U4pfA,uUhOEj4z8Fo,nptelhrd,Lecture -25 Javascript -Part :I,126580,272,22,0,32,PT1H49S
UC640y4UvDAlya_WOj5U4pfA,-oLlHA0Uy-s,nptelhrd,Lecture -16 Extensible Markup Language (XML),83195,176,10,0,23,PT59M34S
UC640y4UvDAlya_WOj5U4pfA,QEtWL4lWlL4,nptelhrd,Lecture -13 HTML-Part-I,99580,230,12,0,17,PT59M56S
UC640y4UvDAlya_WOj5U4pfA,HcMh7ahJxfo,nptelhrd,Lecture -25 Short Circuit Analysis,141539,509,34,0,26,PT1H11S
UC640y4UvDAlya_WOj5U4pfA,BYtY61hOiaw,nptelhrd,Lecture - 2 Introduction to Single Line Diagram,195879,348,44,0,50,PT59M47S
UC640y4UvDAlya_WOj5U4pfA,MYGT1_9mwpg,nptelhrd,Lecture - 16 Power Flow - I,99157,258,21,0,15,PT59M56S
UC640y4UvDAlya_WOj5U4pfA,EIDXE28_8eQ,nptelhrd,Module 1 Lecture -1 Functions Of Buildings,299794,966,47,0,100,PT1H1M41S
UC640y4UvDAlya_WOj5U4pfA,uPAE2ZcFdo4,nptelhrd,Module 3 Lecture -1 Concrete:Material,79819,280,18,0,73,PT50M37S
UC640y4UvDAlya_WOj5U4pfA,I3u6IYWINV0,nptelhrd,Module 9 Lecture -2 Mix Design Of concrete IS Method,110237,525,42,0,23,PT55M25S
UC640y4UvDAlya_WOj5U4pfA,fqiYu6IOtmU,nptelhrd,Lecture 26 CMOS Inverter,230417,996,60,0,60,PT50M36S
UC640y4UvDAlya_WOj5U4pfA,U6i8Xmi0Y20,nptelhrd,"Lecture 36  ROM-EPROM,EEPROM and Flash EPROM",211335,1152,72,0,92,PT40M
UC640y4UvDAlya_WOj5U4pfA,QqFlHhSkayw,nptelhrd,Lecture - 4 Power Electronics,129805,276,38,0,25,PT57M6S
UC640y4UvDAlya_WOj5U4pfA,r1sLCDA-kNY,nptelhrd,Lecture - 1 Introduction to the Theory of Probability,325258,480,66,0,64,PT59M49S
UC640y4UvDAlya_WOj5U4pfA,0AuMdY3IyJ8,nptelhrd,Module -1 Lecture -2 EQUILIBRIUM - I,147597,325,23,0,19,PT55M56S
UC640y4UvDAlya_WOj5U4pfA,aTVDiRtRook,nptelhrd,Lecture - 1 Introduction to Engineering Geology,196816,558,26,0,29,PT59M53S
UC640y4UvDAlya_WOj5U4pfA,LG0YzGeAFxk,nptelhrd,Module-1 Lecture-1 Engineering Mechanics,637712,1512,73,0,119,PT1H1M58S
UC640y4UvDAlya_WOj5U4pfA,iJTHPgYAqvQ,nptelhrd,Analysis of Strain - I,78078,119,5,0,13,PT59M54S
UC640y4UvDAlya_WOj5U4pfA,tTBnW5gAieM,nptelhrd,Lecture - 39 Springs - I,67482,275,11,0,19,PT59M55S
UC640y4UvDAlya_WOj5U4pfA,dwqrOqo2sHA,nptelhrd,Analysis of Stress - IV,87149,120,18,0,8,PT59M57S
UC640y4UvDAlya_WOj5U4pfA,ITuWnrl3aKI,nptelhrd,Lecture - 22 Bending of Beams - I,173003,515,15,0,29,PT59M43S
UC640y4UvDAlya_WOj5U4pfA,iNG4bLMyeFA,nptelhrd,Analysis of Stress - 1,459035,985,71,0,77,PT1H1M6S
UC640y4UvDAlya_WOj5U4pfA,GkFgysZC4Vc,nptelhrd,Introduction - Strength of Materials,1065636,3525,178,0,171,PT59M39S
UC640y4UvDAlya_WOj5U4pfA,tas2eUavhRE,nptelhrd,Lecture 15 - Inroduction to memory system,162464,582,40,0,41,PT54M39S
UC640y4UvDAlya_WOj5U4pfA,p9wxyIx-j-c,nptelhrd,Lecture - 12 Addressing Modes,316996,1011,60,0,71,PT52M37S
UC640y4UvDAlya_WOj5U4pfA,ceuXLsuZhLE,nptelhrd,Lecture - 6 Data Path Architecture,132184,441,21,0,49,PT57M9S
UC640y4UvDAlya_WOj5U4pfA,piuWSMLNeco,nptelhrd,Lecture - 5 Processor As a State Machine,71746,195,9,0,35,PT50M55S
UC640y4UvDAlya_WOj5U4pfA,VG9VopzV_T0,nptelhrd,Lecture - 2 Introduction To System : Software,241696,713,25,0,60,PT50M4S
UC640y4UvDAlya_WOj5U4pfA,leWKvuZVUE8,nptelhrd,Lecture - 1 Introduction To Computing,686237,2073,93,0,198,PT50M46S
UC640y4UvDAlya_WOj5U4pfA,qhXZuVFhVzo,nptelhrd,Lecture - 7 Application of Diodes,163074,362,20,0,50,PT55M13S
UC640y4UvDAlya_WOj5U4pfA,U8riFeiiu3s,nptelhrd,Lecture - 7 Fourier Series (1),184468,386,25,0,36,PT52M10S
UC640y4UvDAlya_WOj5U4pfA,SNjcFH24UpI,nptelhrd,Lecture - 1 Networks and Systems Introductory Concepts (1),223692,426,18,0,18,PT55M
UC640y4UvDAlya_WOj5U4pfA,I_9Pwyxhe40,nptelhrd,Lecture - 10 Data Acquisition Systems,85558,247,17,0,15,PT59M54S
UC640y4UvDAlya_WOj5U4pfA,gByrUkZUnKo,nptelhrd,lecture - 7 Flow Measurement,130664,559,47,0,31,PT59M52S
UC640y4UvDAlya_WOj5U4pfA,As5kzxkyT24,nptelhrd,Lecture - 4 Temperature Measurement,91845,253,14,0,14,PT59M55S
UC640y4UvDAlya_WOj5U4pfA,S22u7_Eq26g,nptelhrd,Lecture - 18 Satellite Communication,158261,404,22,0,29,PT59M51S
UC640y4UvDAlya_WOj5U4pfA,KDHbP81SAmA,nptelhrd,Lecture - 19 Ethernet - CSMA/CD,108206,195,9,0,29,PT59M46S
UC640y4UvDAlya_WOj5U4pfA,f6-G7gMwpuw,nptelhrd,Lecture - 9 SONET/SDH,257908,533,46,0,58,PT59M59S
UC640y4UvDAlya_WOj5U4pfA,NSHj9BLnhj0,nptelhrd,Lecture - 2 Network Topology,254132,279,30,0,44,PT59M49S
UC640y4UvDAlya_WOj5U4pfA,3DZLItfbqtQ,nptelhrd,Lecture -1 Emergence of Networks & Reference Models,590957,760,57,0,81,PT59M48S
UC640y4UvDAlya_WOj5U4pfA,j9y0gfN9WMg,nptelhrd,Lecture - 1 Introduction to MEMS & Microsystems,100934,212,23,0,22,PT59M42S
UC640y4UvDAlya_WOj5U4pfA,7gJth7_Slls,nptelhrd,Lecture - 8 Knowledge Based Systems: Logic and Deduction,71192,178,10,0,13,PT59M55S
UC640y4UvDAlya_WOj5U4pfA,eLbMPyrw4rw,nptelhrd,Lecture - 1 Introduction,266650,372,11,0,42,PT59M46S
UC640y4UvDAlya_WOj5U4pfA,RJrEaTJuX_A,nptelhrd,Lecture - 15 Simple Digital Filters,84306,163,3,0,13,PT59M36S
UC640y4UvDAlya_WOj5U4pfA,c4piqzh7-Gw,nptelhrd,Lecture - 9 Network Theorams and Network Functions,78150,139,13,0,9,PT55M30S
UC640y4UvDAlya_WOj5U4pfA,wJ8HZ7hqUs8,nptelhrd,Lecture - 2 Project Management: An Overview,242514,594,27,0,41,PT50M36S
UC640y4UvDAlya_WOj5U4pfA,Eknlx7zHBVo,nptelhrd,Lecture - 1 Review of Signals and Systems,476972,947,41,0,73,PT42M13S
UC640y4UvDAlya_WOj5U4pfA,9P9Gs8o9oHk,nptelhrd,Lecture - 6 Project Selection,69575,206,9,0,15,PT55M9S
UC640y4UvDAlya_WOj5U4pfA,bur9hq_abog,nptelhrd,Lecture - 38 GSM and CDMA,254515,507,51,0,26,PT51M7S
UC640y4UvDAlya_WOj5U4pfA,E4OYh890IRE,nptelhrd,Lecture - 40 Material Requirements Planning,234840,950,58,0,94,PT59M58S
UC640y4UvDAlya_WOj5U4pfA,zlZaOnBbpUg,nptelhrd,Lecture - 35 The Analysis of Time Series,144776,420,19,0,48,PT59M18S
UC640y4UvDAlya_WOj5U4pfA,DVEbZ__FNRg,nptelhrd,Lecture - 34 Forecasting,162386,497,24,0,28,PT58M48S
UC640y4UvDAlya_WOj5U4pfA,GpqMAzGEXXk,nptelhrd,Lecture - 7 FIR & IIR; Recursive & Non Recursive,116460,304,10,0,20,PT56M27S
UC640y4UvDAlya_WOj5U4pfA,ZqoX2W1N6l0,nptelhrd,Lecture - 13 Lipids and Membranes 1,108565,412,13,0,47,PT52M1S
UC640y4UvDAlya_WOj5U4pfA,jLyi2K-29xU,nptelhrd,Lecture - 20 Nucleic Acids 1,102176,393,18,0,28,PT59M47S
UC640y4UvDAlya_WOj5U4pfA,6AfRX6oh9-E,nptelhrd,Lecture - 12 Myoglobin and Hemoglobin,76427,289,10,0,37,PT59M48S
UC640y4UvDAlya_WOj5U4pfA,lBJdZzb2cl0,nptelhrd,Lecture 8 - Mobile Radio Propagation,93709,231,16,0,13,PT58M31S
UC640y4UvDAlya_WOj5U4pfA,X0vrUM4LOmk,nptelhrd,Lecture 9 - Mobile Radio Propagation Contd,74499,189,11,0,12,PT51M1S
UC640y4UvDAlya_WOj5U4pfA,whYljse4Abc,nptelhrd,Lecture 4 - The cellular concept - System Design issues,155595,406,24,0,35,PT58M49S
UC640y4UvDAlya_WOj5U4pfA,QHDxbbc1GWs,nptelhrd,Lecture 2 - Types of Wireless communication,221895,278,26,0,31,PT55M41S
UC640y4UvDAlya_WOj5U4pfA,CUyF0YGIA5Y,nptelhrd,Lec 1 - Motivation and Introduction,292521,533,29,0,52,PT48M39S
UC640y4UvDAlya_WOj5U4pfA,y9RAhEfLfJs,nptelhrd,Lecture -1 Embedded Systems: Introduction,774620,2334,111,0,156,PT55M40S
UC640y4UvDAlya_WOj5U4pfA,qehQlT3RJu4,nptelhrd,Lecture - 6 Modelling of Circuit,110621,182,10,0,21,PT58M31S
UC640y4UvDAlya_WOj5U4pfA,TsZukmeaewc,nptelhrd,Lecture 1 - Evolution of Management Thought,170185,483,36,0,24,PT48M20S
UC640y4UvDAlya_WOj5U4pfA,FrbxxqNHn2I,nptelhrd,Lecture - 38 Induction Motor 3,181019,481,8,0,66,PT59M44S
UC640y4UvDAlya_WOj5U4pfA,ze8LY4yq9Wk,nptelhrd,Lecture - 37 Induction Motor 2,210031,706,17,0,95,PT1H1M38S
UC640y4UvDAlya_WOj5U4pfA,dZyO5gcWP-o,nptelhrd,lecture 36 - Induction motor,652086,2257,75,0,213,PT1H1M
UC640y4UvDAlya_WOj5U4pfA,cv2L7CfBYrA,nptelhrd,Lecture - 35 Three Phase Transformer 2,174719,389,24,0,29,PT1H1M38S
UC640y4UvDAlya_WOj5U4pfA,yzG-t0sLUgM,nptelhrd,Lecture - 20 The Practical Transformer,109702,234,9,0,26,PT58M33S
UC640y4UvDAlya_WOj5U4pfA,D4RFFnzRdkk,nptelhrd,Lecture - 23 DC Machine,321417,875,52,0,82,PT1H1M6S
UC640y4UvDAlya_WOj5U4pfA,ZZEZUysFPDY,nptelhrd,Lecture - 3 Passive Components,240364,770,44,0,67,PT1H2M18S
UC640y4UvDAlya_WOj5U4pfA,yurSdXxaIFo,nptelhrd,Lecture - 1 Introduction,105530,157,21,0,36,PT1H4M12S
UC640y4UvDAlya_WOj5U4pfA,c0i5zevJytQ,nptelhrd,Lecture - 2,184887,555,34,0,49,PT55M12S
UC640y4UvDAlya_WOj5U4pfA,qhEton-EEOw,nptelhrd,Lecture -1 Structural Analysis,726780,2307,129,0,149,PT55M
UC640y4UvDAlya_WOj5U4pfA,ZsajLQ4OiV8,nptelhrd,Module 3 - Lecture 1 Surveying,66932,183,9,0,20,PT1H31S
UC640y4UvDAlya_WOj5U4pfA,4AuwG2G_ERU,nptelhrd,Environmental Air Pollution - Introduction to Atmosphere,94623,156,17,0,19,PT48M52S
UC640y4UvDAlya_WOj5U4pfA,MhbU0qyYt48,nptelhrd,Module 7 Lecture 1 Surveying,67515,233,13,0,9,PT59M52S
UC640y4UvDAlya_WOj5U4pfA,fx1uUek3Iqg,nptelhrd,Lecture 1 - Water Resources  Engineering,174330,373,34,0,36,PT39M58S
UC640y4UvDAlya_WOj5U4pfA,Wj2g9Cf_IDc,nptelhrd,Lecture - 2 Amino Acids II,168533,735,25,0,77,PT57M
